timestamp,value-0
350,0.00242034
351,0.00247223
352,0.00247223
353,0.00231352
354,0.00242034
355,0.0023654
356,0.00247223
357,0.00242034
358,0.00231352
359,0.00220669
360,0.0023654
361,0.00231352
362,0.00231352
363,0.0023654
364,0.00225858
365,0.00220669
366,0.00215175
367,0.00220669
368,0.00225858
369,0.00220669
370,0.00225858
371,0.00231352
372,0.00220669
373,0.00215175
374,0.00225858
375,0.00225858
376,0.00225858
377,0.00220669
378,0.00225858
379,0.00220669
380,0.00215175
381,0.00215175
382,0.00215175
383,0.00209681
384,0.00220669
385,0.00215175
386,0.00215175
387,0.00220669
388,0.00215175
389,0.00220669
390,0.00225858
391,0.00220669
392,0.00215175
393,0.00220669
394,0.00220669
395,0.00225858
396,0.0023654
397,0.00220669
398,0.00209681
399,0.00220669
400,0.00215175
401,0.00220669
402,0.00215175
403,0.00215175
404,0.00220669
405,0.00215175
406,0.00215175
407,0.00220669
408,0.00231352
409,0.00225858
410,0.00220669
411,0.00215175
412,0.0023654
413,0.00252716
414,0.00215175
415,0.00225858
416,0.00242034
417,0.00231352
418,0.0023654
419,0.00231352
420,0.00247223
421,0.00231352
422,0.0023654
423,0.00242034
424,0.00247223
425,0.00231352
426,0.00263399
427,0.00252716
428,0.0023654
429,0.00247223
430,0.00252716
431,0.0025821
432,0.00263399
433,0.00279575
434,0.00279575
435,0.00268893
436,0.00263399
437,0.00274081
438,0.00279575
439,0.00268893
440,0.00274081
441,0.00274081
442,0.00274081
443,0.00279575
444,0.00279575
445,0.00290258
446,0.00284764
447,0.00279575
448,0.00295751
449,0.00290258
450,0.00295751
451,0.00295751
452,0.00290258
453,0.0030094
454,0.00290258
455,0.00290258
456,0.0030094
457,0.00306434
458,0.00317116
459,0.00311623
460,0.0032261
461,0.0032261
462,0.00327799
463,0.0032261
464,0.0032261
465,0.00333293
466,0.00343975
467,0.00338481
468,0.00327799
469,0.00343975
470,0.00349164
471,0.00338481
472,0.00343975
473,0.00343975
474,0.00354658
475,0.00354658
476,0.00376023
477,0.0036534
478,0.00360151
479,0.0036534
480,0.0036534
481,0.0036534
482,0.00381516
483,0.00381516
484,0.00376023
485,0.00376023
486,0.00381516
487,0.00392199
488,0.00397693
489,0.00397693
490,0.00392199
491,0.00408375
492,0.00419058
493,0.00408375
494,0.00440422
495,0.00413564
496,0.00413564
497,0.00435234
498,0.00445916
499,0.00435234
500,0.00435234
501,0.0042974
502,0.0045141
503,0.00445916
504,0.00467281
505,0.00445916
506,0.00462093
507,0.00445916
508,0.00472775
509,0.00477964
510,0.00483458
511,0.00462093
512,0.00477964
513,0.00488951
514,0.00488951
515,0.0049414
516,0.00483458
517,0.00504822
518,0.00499634
519,0.00510316
520,0.00510316
521,0.00515505
522,0.00520999
523,0.00520999
524,0.00526493
525,0.00531681
526,0.00537175
527,0.00547857
528,0.00547857
529,0.00553351
530,0.0055854
531,0.0055854
532,0.00574716
533,0.00574716
534,0.00569222
535,0.00574716
536,0.00574716
537,0.00585399
538,0.00596081
539,0.00579905
540,0.00596081
541,0.00601575
542,0.00596081
543,0.00606764
544,0.00617751
545,0.00617751
546,0.00617751
547,0.00606764
548,0.0062294
549,0.00633622
550,0.00644305
551,0.00639116
552,0.00649799
553,0.00660481
554,0.00671164
555,0.00660481
556,0.00660481
557,0.00676657
558,0.00681846
559,0.00676657
560,0.00692834
561,0.00698022
562,0.00698022
563,0.00692834
564,0.00708705
565,0.00708705
566,0.00708705
567,0.00719692
568,0.00730375
569,0.00724881
570,0.00735564
571,0.00741057
572,0.00730375
573,0.00735564
574,0.00784092
575,0.00741057
576,0.00767916
577,0.00778599
578,0.00767916
579,0.00773105
580,0.00778599
581,0.00778599
582,0.00784092
583,0.00789281
584,0.00799963
585,0.00805457
586,0.00773105
587,0.00832316
588,0.00784092
589,0.00805457
590,0.00826822
591,0.00805457
592,0.00826822
593,0.00826822
594,0.00832316
595,0.00842999
596,0.00859175
597,0.00869857
598,0.00859175
599,0.0088054
600,0.00875046
601,0.00875046
602,0.0088054
603,0.00864363
604,0.00891222
605,0.00901905
606,0.00901905
607,0.00912587
608,0.00907398
609,0.00896716
610,0.00912587
611,0.00928763
612,0.00934257
613,0.00939446
614,0.00934257
615,0.00928763
616,0.0094494
617,0.00950433
618,0.00955622
619,0.00961116
620,0.00966305
621,0.00971798
622,0.00971798
623,0.00976987
624,0.00976987
625,0.00982481
626,0.00987975
627,0.00993163
628,0.00987975
629,0.00998657
630,0.01003846
631,0.01014833
632,0.01025516
633,0.01020022
634,0.01020022
635,0.01025516
636,0.01036198
637,0.01030704
638,0.01041387
639,0.01052375
640,0.01057563
641,0.01057563
642,0.01052375
643,0.01063057
644,0.01068246
645,0.01073739
646,0.01078928
647,0.01073739
648,0.01078928
649,0.01084422
650,0.01095104
651,0.01095104
652,0.01111281
653,0.01100598
654,0.01089916
655,0.01132646
656,0.01111281
657,0.01100598
658,0.01132646
659,0.01132646
660,0.01127457
661,0.01143328
662,0.01143328
663,0.01132646
664,0.01143328
665,0.01170187
666,0.01197046
667,0.01132646
668,0.01148822
669,0.01175681
670,0.01186363
671,0.01186363
672,0.01170187
673,0.01191857
674,0.01181175
675,0.01186363
676,0.01197046
677,0.01202539
678,0.01218716
679,0.01202539
680,0.01207728
681,0.01207728
682,0.01218716
683,0.01223904
684,0.01229398
685,0.01229398
686,0.01245574
687,0.01234587
688,0.01240081
689,0.01250763
690,0.01234587
691,0.01250763
692,0.01256257
693,0.01250763
694,0.01261446
695,0.01261446
696,0.01266939
697,0.01266939
698,0.01277622
699,0.01272128
700,0.01283116
701,0.01272128
702,0.01283116
703,0.01283116
704,0.01283116
705,0.01293798
706,0.01288304
707,0.01309669
708,0.01298987
709,0.01304481
710,0.01320657
711,0.01315163
712,0.01309669
713,0.01320657
714,0.01325846
715,0.01325846
716,0.01331339
717,0.01342022
718,0.01331339
719,0.01325846
720,0.01331339
721,0.01342022
722,0.01358198
723,0.01347516
724,0.01352704
725,0.01352704
726,0.01358198
727,0.01363387
728,0.01368881
729,0.01368881
730,0.01368881
731,0.01363387
732,0.01379563
733,0.01363387
734,0.01379563
735,0.01417104
736,0.01400928
737,0.01374069
738,0.01395739
739,0.01379563
740,0.01390245
741,0.01395739
742,0.01400928
743,0.01400928
744,0.01422598
745,0.01406422
746,0.01417104
747,0.01390245
748,0.01465328
749,0.01390245
750,0.01422598
751,0.01417104
752,0.01422598
753,0.01422598
754,0.01438469
755,0.01422598
756,0.01427787
757,0.01427787
758,0.0143328
759,0.01449457
760,0.01443963
761,0.01449457
762,0.01449457
763,0.01438469
764,0.01449457
765,0.01443963
766,0.01449457
767,0.01465328
768,0.01470822
769,0.01460139
770,0.01454645
771,0.01454645
772,0.01470822
773,0.01460139
774,0.01460139
775,0.01460139
776,0.01470822
777,0.0147601
778,0.01481504
779,0.0147601
780,0.01481504
781,0.0147601
782,0.01465328
783,0.0147601
784,0.01486998
785,0.0147601
786,0.01486998
787,0.01481504
788,0.01486998
789,0.01481504
790,0.01492187
791,0.0149768
792,0.01492187
793,0.01486998
794,0.01492187
795,0.0149768
796,0.01508363
797,0.01502869
798,0.01492187
799,0.01508363
800,0.01513857
801,0.01513857
802,0.01502869
803,0.01502869
804,0.01502869
805,0.01513857
806,0.01502869
807,0.01508363
808,0.01519045
809,0.01519045
810,0.01513857
811,0.01513857
812,0.01524539
813,0.01513857
814,0.01524539
815,0.01502869
816,0.0154041
817,0.01524539
818,0.01513857
819,0.01513857
820,0.01524539
821,0.01519045
822,0.01508363
823,0.01513857
824,0.01524539
825,0.01508363
826,0.01519045
827,0.01567269
828,0.01449457
829,0.01529728
830,0.0154041
831,0.01508363
832,0.01519045
833,0.01524539
834,0.01529728
835,0.01513857
836,0.01524539
837,0.01524539
838,0.01529728
839,0.01529728
840,0.01529728
841,0.01519045
842,0.01513857
843,0.01524539
844,0.01524539
845,0.01524539
846,0.01513857
847,0.01535222
848,0.0154041
849,0.01529728
850,0.01535222
851,0.01529728
852,0.01519045
853,0.01524539
854,0.01519045
855,0.01529728
856,0.01529728
857,0.01519045
858,0.01529728
859,0.01529728
860,0.01529728
861,0.01524539
862,0.01524539
863,0.01524539
864,0.01524539
865,0.01519045
866,0.01513857
867,0.01519045
868,0.01524539
869,0.01524539
870,0.01524539
871,0.01508363
872,0.01519045
873,0.01519045
874,0.01529728
875,0.01529728
876,0.01513857
877,0.01513857
878,0.01519045
879,0.01519045
880,0.01519045
881,0.01513857
882,0.01513857
883,0.01519045
884,0.01508363
885,0.01508363
886,0.01513857
887,0.01502869
888,0.01502869
889,0.01513857
890,0.01502869
891,0.01513857
892,0.01508363
893,0.0149768
894,0.0149768
895,0.01492187
896,0.01529728
897,0.01524539
898,0.01486998
899,0.01492187
900,0.01502869
901,0.01502869
902,0.01508363
903,0.01508363
904,0.01508363
905,0.01508363
906,0.01502869
907,0.01502869
908,0.01492187
909,0.01519045
910,0.0147601
911,0.01502869
912,0.0149768
913,0.0147601
914,0.01492187
915,0.0149768
916,0.01492187
917,0.01481504
918,0.01481504
919,0.0147601
920,0.0149768
921,0.01481504
922,0.01481504
923,0.01481504
924,0.0149768
925,0.01481504
926,0.0147601
927,0.0147601
928,0.01481504
929,0.0147601
930,0.0147601
931,0.0147601
932,0.01481504
933,0.01481504
934,0.01481504
935,0.01465328
936,0.01470822
937,0.01460139
938,0.01470822
939,0.01454645
940,0.01460139
941,0.01460139
942,0.01460139
943,0.01460139
944,0.01454645
945,0.01443963
946,0.01449457
947,0.01449457
948,0.01454645
949,0.01438469
950,0.01443963
951,0.01449457
952,0.01438469
953,0.0143328
954,0.01443963
955,0.01438469
956,0.01443963
957,0.0143328
958,0.01438469
959,0.0143328
960,0.01438469
961,0.01417104
962,0.0143328
963,0.01427787
964,0.01427787
965,0.01427787
966,0.01427787
967,0.01422598
968,0.01417104
969,0.01411916
970,0.01411916
971,0.01406422
972,0.01406422
973,0.01400928
974,0.01411916
975,0.01406422
976,0.01406422
977,0.01400928
978,0.01417104
979,0.01406422
980,0.01395739
981,0.01400928
982,0.01406422
983,0.01400928
984,0.01400928
985,0.01395739
986,0.01379563
987,0.01368881
988,0.01417104
989,0.01315163
990,0.01390245
991,0.01385057
992,0.01368881
993,0.01368881
994,0.01374069
995,0.01352704
996,0.01374069
997,0.01379563
998,0.01368881
999,0.01363387
1000,0.01358198
1001,0.01363387
1002,0.01363387
1003,0.01352704
1004,0.01368881
1005,0.01358198
1006,0.01358198
1007,0.01352704
1008,0.01358198
1009,0.01342022
1010,0.01347516
1011,0.01342022
1012,0.01347516
1013,0.01342022
1014,0.01347516
1015,0.01342022
1016,0.01336528
1017,0.01331339
1018,0.01325846
1019,0.01336528
1020,0.01336528
1021,0.01336528
1022,0.01342022
1023,0.01320657
1024,0.01315163
1025,0.01298987
1026,0.01261446
1027,0.01368881
1028,0.01390245
1029,0.01057563
1030,0.01288304
1031,0.01256257
1032,0.01277622
1033,0.01266939
1034,0.01363387
1035,0.01395739
1036,0.01213222
1037,0.01202539
1038,0.01395739
1039,0.01427787
1040,0.01105787
1041,0.01121963
1042,0.01089916
1043,0.0156208
1044,0.01653339
1045,0.01100598
1046,0.01245574
1047,0.01352704
1048,0.01298987
1049,0.01535222
1050,0.01020022
1051,0.01041387
1052,0.0154041
1053,0.01229398
1054,0.01342022
1055,0.01250763
1056,0.01073739
1057,0.01443963
1058,0.01325846
1059,0.01041387
1060,0.01218716
1061,0.01181175
1062,0.01277622
1063,0.01298987
1064,0.01121963
1065,0.01266939
1066,0.01288304
1067,0.01229398
1068,0.01277622
1069,0.01191857
1070,0.01175681
1071,0.01223904
1072,0.01207728
1073,0.01256257
1074,0.01218716
1075,0.01213222
1076,0.01298987
1077,0.01283116
1078,0.01229398
1079,0.01234587
1080,0.01186363
1081,0.01154316
1082,0.01191857
1083,0.01181175
1084,0.01207728
1085,0.01261446
1086,0.01240081
1087,0.01218716
1088,0.01175681
1089,0.01121963
1090,0.01213222
1091,0.01218716
1092,0.01175681
1093,0.0113814
1094,0.01143328
1095,0.01186363
1096,0.01218716
1097,0.01197046
1098,0.01164998
1099,0.01148822
1100,0.01164998
1101,0.01170187
1102,0.01148822
1103,0.01175681
1104,0.01181175
1105,0.01175681
1106,0.01186363
1107,0.01148822
1108,0.01154316
1109,0.01164998
1110,0.01132646
1111,0.01116775
1112,0.01143328
1113,0.01159504
1114,0.01159504
1115,0.0113814
1116,0.01116775
1117,0.01132646
1118,0.01164998
1119,0.01143328
1120,0.01105787
1121,0.01105787
1122,0.01116775
1123,0.01105787
1124,0.01116775
1125,0.01127457
1126,0.01127457
1127,0.0113814
1128,0.01121963
1129,0.01127457
1130,0.01132646
1131,0.01116775
1132,0.01111281
1133,0.01111281
1134,0.01111281
1135,0.01111281
1136,0.01111281
1137,0.01089916
1138,0.01089916
1139,0.01116775
1140,0.01100598
1141,0.01073739
1142,0.01084422
1143,0.01089916
1144,0.01089916
1145,0.01078928
1146,0.01084422
1147,0.01078928
1148,0.01084422
1149,0.01105787
1150,0.01020022
1151,0.01068246
1152,0.01063057
1153,0.01068246
1154,0.01084422
1155,0.01068246
1156,0.01057563
1157,0.01068246
1158,0.01073739
1159,0.01046881
1160,0.01063057
1161,0.01052375
1162,0.01041387
1163,0.01041387
1164,0.01052375
1165,0.01052375
1166,0.01046881
1167,0.01041387
1168,0.01036198
1169,0.01030704
1170,0.01036198
1171,0.01025516
1172,0.01014833
1173,0.01025516
1174,0.01025516
1175,0.01020022
1176,0.01030704
1177,0.01014833
1178,0.01020022
1179,0.01020022
1180,0.01025516
1181,0.01020022
1182,0.01030704
1183,0.01020022
1184,0.01003846
1185,0.00998657
1186,0.0100934
1187,0.0100934
1188,0.00998657
1189,0.0100934
1190,0.00998657
1191,0.00998657
1192,0.00982481
1193,0.00987975
1194,0.00993163
1195,0.00982481
1196,0.00987975
1197,0.00976987
1198,0.00976987
1199,0.00982481
1200,0.00976987
1201,0.00966305
1202,0.00966305
1203,0.00961116
1204,0.00966305
1205,0.00976987
1206,0.00961116
1207,0.00955622
1208,0.00966305
1209,0.00971798
1210,0.00966305
1211,0.00955622
1212,0.0094494
1213,0.00950433
1214,0.00950433
1215,0.00955622
1216,0.0094494
1217,0.00934257
1218,0.00961116
1219,0.00976987
1220,0.00934257
1221,0.00939446
1222,0.0094494
1223,0.00928763
1224,0.00950433
1225,0.00939446
1226,0.00928763
1227,0.00928763
1228,0.00928763
1229,0.00928763
1230,0.00939446
1231,0.00928763
1232,0.00928763
1233,0.00918081
1234,0.00912587
1235,0.00918081
1236,0.00923575
1237,0.00928763
1238,0.00912587
1239,0.00907398
1240,0.00912587
1241,0.00912587
1242,0.00912587
1243,0.00901905
1244,0.00923575
1245,0.00918081
1246,0.00896716
1247,0.00896716
1248,0.00896716
1249,0.00891222
1250,0.00891222
1251,0.00891222
1252,0.00896716
1253,0.0088054
1254,0.00875046
1255,0.00875046
1256,0.00875046
1257,0.0088054
1258,0.00886034
1259,0.00875046
1260,0.0088054
1261,0.00875046
1262,0.00869857
1263,0.00853681
1264,0.00864363
1265,0.00853681
1266,0.00864363
1267,0.00864363
1268,0.00869857
1269,0.00864363
1270,0.00859175
1271,0.00859175
1272,0.00864363
1273,0.00853681
1274,0.00853681
1275,0.00875046
1276,0.00869857
1277,0.00848492
1278,0.00842999
1279,0.00848492
1280,0.00842999
1281,0.00837505
1282,0.00853681
1283,0.00848492
1284,0.00853681
1285,0.00837505
1286,0.00837505
1287,0.00842999
1288,0.00853681
1289,0.00832316
1290,0.00821634
1291,0.00832316
1292,0.00837505
1293,0.00821634
1294,0.00821634
1295,0.00832316
1296,0.00837505
1297,0.00826822
1298,0.00821634
1299,0.00821634
1300,0.00859175
1301,0.00837505
1302,0.00826822
1303,0.0081614
1304,0.00821634
1305,0.00810646
1306,0.0081614
1307,0.00799963
1308,0.00799963
1309,0.00805457
1310,0.00853681
1311,0.00735564
1312,0.0081614
1313,0.00794775
1314,0.00799963
1315,0.00810646
1316,0.00810646
1317,0.00789281
1318,0.00794775
1319,0.00794775
1320,0.00778599
1321,0.00794775
1322,0.00784092
1323,0.00773105
1324,0.00789281
1325,0.00784092
1326,0.00778599
1327,0.00794775
1328,0.00799963
1329,0.00799963
1330,0.00778599
1331,0.00773105
1332,0.00773105
1333,0.00789281
1334,0.00778599
1335,0.00773105
1336,0.00762422
1337,0.00773105
1338,0.00778599
1339,0.00757234
1340,0.0075174
1341,0.00767916
1342,0.00767916
1343,0.00762422
1344,0.00767916
1345,0.00762422
1346,0.00757234
1347,0.00789281
1348,0.00778599
1349,0.0075174
1350,0.0075174
1351,0.00762422
1352,0.00757234
1353,0.00757234
1354,0.00757234
1355,0.0075174
1356,0.00762422
1357,0.00746246
1358,0.0075174
1359,0.0075174
1360,0.0075174
1361,0.0075174
1362,0.00757234
1363,0.0075174
1364,0.00741057
1365,0.00735564
1366,0.0075174
1367,0.00741057
1368,0.00746246
1369,0.00735564
1370,0.00746246
1371,0.00730375
1372,0.00719692
1373,0.00730375
1374,0.00735564
1375,0.00724881
1376,0.00730375
1377,0.00724881
1378,0.00714199
1379,0.00741057
1380,0.00767916
1381,0.00698022
1382,0.00719692
1383,0.00719692
1384,0.00719692
1385,0.00724881
1386,0.00730375
1387,0.00730375
1388,0.00735564
1389,0.00719692
1390,0.00724881
1391,0.00714199
1392,0.00730375
1393,0.00714199
1394,0.00719692
1395,0.00714199
1396,0.00708705
1397,0.00714199
1398,0.00719692
1399,0.00708705
1400,0.00724881
1401,0.00714199
1402,0.00703516
1403,0.00714199
1404,0.00708705
1405,0.00703516
1406,0.00714199
1407,0.00708705
1408,0.00719692
1409,0.00703516
1410,0.00698022
1411,0.00714199
1412,0.00714199
1413,0.00708705
1414,0.00714199
1415,0.00698022
1416,0.00719692
1417,0.00708705
1418,0.00719692
1419,0.00692834
1420,0.00708705
1421,0.00703516
1422,0.00698022
1423,0.00703516
1424,0.00714199
1425,0.00708705
1426,0.00719692
1427,0.00719692
1428,0.00719692
1429,0.00703516
1430,0.00708705
1431,0.00698022
1432,0.00719692
1433,0.00708705
1434,0.00708705
1435,0.00692834
1436,0.00698022
1437,0.00703516
1438,0.00698022
1439,0.00698022
1440,0.00708705
1441,0.00692834
1442,0.00692834
1443,0.00698022
1444,0.00703516
1445,0.00698022
1446,0.00703516
1447,0.00703516
1448,0.00703516
1449,0.00698022
1450,0.00703516
1451,0.00698022
1452,0.00698022
1453,0.00681846
1454,0.0068734
1455,0.00692834
1456,0.00703516
1457,0.00703516
1458,0.00698022
1459,0.00703516
1460,0.00703516
1461,0.00703516
1462,0.00708705
1463,0.00692834
1464,0.0068734
1465,0.00698022
1466,0.00692834
1467,0.00681846
1468,0.0068734
1469,0.0068734
1470,0.0068734
1471,0.00741057
1472,0.00617751
1473,0.00698022
1474,0.00692834
1475,0.00676657
1476,0.00698022
1477,0.00692834
1478,0.0068734
1479,0.00671164
1480,0.00681846
1481,0.00681846
1482,0.00692834
1483,0.00681846
1484,0.00681846
1485,0.0068734
1486,0.0068734
1487,0.00692834
1488,0.0068734
1489,0.00681846
1490,0.00692834
1491,0.0068734
1492,0.0068734
1493,0.0068734
1494,0.00671164
1495,0.00676657
1496,0.00681846
1497,0.00681846
1498,0.00681846
1499,0.00671164
1500,0.00681846
1501,0.00681846
1502,0.00692834
1503,0.00676657
1504,0.00681846
1505,0.00681846
1506,0.00698022
1507,0.0068734
1508,0.0068734
1509,0.0068734
1510,0.00692834
1511,0.0068734
1512,0.0068734
1513,0.0068734
1514,0.00692834
1515,0.00681846
1516,0.00681846
1517,0.00681846
1518,0.00676657
1519,0.0068734
1520,0.00698022
1521,0.00681846
1522,0.00698022
1523,0.0068734
1524,0.00698022
1525,0.00692834
1526,0.00681846
1527,0.0068734
1528,0.0068734
1529,0.0068734
1530,0.00692834
1531,0.0068734
1532,0.00698022
1533,0.00676657
1534,0.00671164
1535,0.00676657
1536,0.0068734
1537,0.0068734
1538,0.00681846
1539,0.00671164
1540,0.00703516
1541,0.00708705
1542,0.00676657
1543,0.00692834
1544,0.00692834
1545,0.0068734
1546,0.00698022
1547,0.00698022
1548,0.00692834
1549,0.0068734
1550,0.00698022
1551,0.0068734
1552,0.0068734
1553,0.00698022
1554,0.00681846
1555,0.00692834
1556,0.00676657
1557,0.00681846
1558,0.00692834
1559,0.00698022
1560,0.00692834
1561,0.00698022
1562,0.00692834
1563,0.00681846
1564,0.00703516
1565,0.00676657
1566,0.0068734
1567,0.00692834
1568,0.00692834
1569,0.0068734
1570,0.00681846
1571,0.00681846
1572,0.00676657
1573,0.00681846
1574,0.0068734
1575,0.00692834
1576,0.00671164
1577,0.00671164
1578,0.00681846
1579,0.00671164
1580,0.00681846
1581,0.00692834
1582,0.00681846
1583,0.00681846
1584,0.00681846
1585,0.0068734
1586,0.00681846
1587,0.00671164
1588,0.00676657
1589,0.00681846
1590,0.0068734
1591,0.00681846
1592,0.00676657
1593,0.00676657
1594,0.00681846
1595,0.00681846
1596,0.00692834
1597,0.00676657
1598,0.00681846
1599,0.00676657
1600,0.0068734
1601,0.00676657
1602,0.00676657
1603,0.0068734
1604,0.00681846
1605,0.00676657
1606,0.00671164
1607,0.00681846
1608,0.0068734
1609,0.00681846
1610,0.00676657
1611,0.00681846
1612,0.00671164
1613,0.00676657
1614,0.00676657
1615,0.00681846
1616,0.0068734
1617,0.0068734
1618,0.00692834
1619,0.00681846
1620,0.00681846
1621,0.00665975
1622,0.0068734
1623,0.00676657
1624,0.00665975
1625,0.00676657
1626,0.00671164
1627,0.00665975
1628,0.00665975
1629,0.00671164
1630,0.00671164
1631,0.00671164
1632,0.00708705
1633,0.00601575
1634,0.0068734
1635,0.00655292
1636,0.00655292
1637,0.00660481
1638,0.00671164
1639,0.00649799
1640,0.00660481
1641,0.00671164
1642,0.00655292
1643,0.00665975
1644,0.00671164
1645,0.00655292
1646,0.00649799
1647,0.00649799
1648,0.00660481
1649,0.00644305
1650,0.00649799
1651,0.00644305
1652,0.00649799
1653,0.00649799
1654,0.00660481
1655,0.00649799
1656,0.00649799
1657,0.00633622
1658,0.00644305
1659,0.00644305
1660,0.00633622
1661,0.00639116
1662,0.00639116
1663,0.0062294
